사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Nov-23,2호선,245,신답,17,0,"1,188",201,"1,816",601,"6,440",915,"12,189","1,925","5,053","1,064","2,625","1,062","2,140","1,261","2,137","1,450","1,996","1,532","1,803","1,890","1,639","2,785","2,087","3,780","2,187","5,084","2,130","10,338","1,046","7,164",612,"3,558",498,"3,609",467,"2,920",150,"1,869",24,582,0,1,0,0,0,0
Nov-23,2호선,246,신설동,53,2,"1,277",282,"1,365","1,784","4,857","4,980","9,112","13,781","5,757","9,142","4,879","7,625","5,641","6,817","6,929","7,141","7,116","7,507","8,137","6,545","8,782","5,827","9,939","5,308","12,063","5,944","13,039","7,875","4,996","5,841","3,077","4,002","2,739","3,426","1,859","3,319",657,"2,270",97,723,4,125,0,0,0,0
Nov-23,2호선,247,도림천,3,0,414,331,"1,262",844,"3,251","3,713","3,772","6,028","2,229","2,167","1,942","1,390","1,587","1,498","2,202","1,689","1,582","1,477","2,178","1,950","2,408","1,676","3,058","2,158","3,026","2,331","3,502","3,136","1,462","2,572",858,"1,655",673,"1,485",371,"1,256",184,"1,032",20,254,3,8,0,0,0,0
Nov-23,2호선,248,양천구청,27,0,"4,913","1,033","12,089","2,434","35,162","4,870","31,865","10,391","19,182","5,521","12,507","4,452","11,036","5,288","11,691","7,016","10,122","8,270","7,907","9,181","7,628","11,847","8,887","14,681","9,272","21,444","9,230","31,613","4,007","26,277","2,874","14,816","2,512","13,289","2,220","11,433",764,"8,710",154,"2,554",0,55,0,0,0,0
Nov-23,2호선,249,신정네거리,68,2,"9,233","1,036","18,668","2,926","53,118","4,570","48,655","11,568","26,005","8,248","17,446","7,274","15,598","8,565","16,357","10,513","14,485","11,988","12,477","13,587","11,766","17,559","12,966","23,231","12,977","32,041","12,043","50,498","7,153","37,745","5,253","21,749","4,337","18,849","3,505","17,138","1,523","10,835",286,"3,052",1,242,0,0,0,0
Nov-23,2호선,250,용두(동대문구청),41,1,"1,226",104,"1,890","1,035","5,888","2,728","10,201","5,706","5,370","3,447","4,208","3,586","3,908","3,382","4,301","3,462","4,364","4,422","4,415","4,424","4,704","4,782","5,050","4,553","5,198","5,552","5,598","8,728","2,669","5,812","1,735","3,464","1,456","3,352",841,"2,387",364,"1,634",59,504,0,8,0,0,0,0
Nov-23,3호선,309,지축,7,0,"3,283",845,"11,288","5,948","31,698","5,492","31,433","10,391","17,724","6,428","10,842","5,579","9,363","5,233","9,526","6,740","9,548","8,244","8,242","8,280","10,100","10,154","11,304","13,374","12,006","18,883","9,461","28,624","6,067","22,739","4,866","14,822","4,262","13,034","3,452","11,256","1,518","6,297",210,"1,164",0,0,0,0,0,0
Nov-23,3호선,310,구파발,119,1,"12,129","1,585","35,418","9,960","90,235","22,196","89,418","30,772","50,053","27,238","33,022","27,105","30,966","24,604","31,867","26,174","29,886","29,170","30,476","30,141","33,624","31,818","38,588","37,577","38,683","49,893","29,916","80,450","18,748","66,811","15,843","37,015","13,734","33,381","11,585","29,576","3,295","19,588",579,"8,194",1,405,0,0,0,0
Nov-23,3호선,311,연신내,209,7,"26,921","1,822","49,702","12,858","125,600","23,004","149,499","36,066","87,567","35,310","56,860","33,293","52,990","34,924","59,340","37,841","53,881","42,275","49,131","45,161","50,948","56,477","59,597","65,332","52,532","86,818","45,809","133,727","30,973","110,618","25,271","65,827","22,949","57,616","18,344","52,588","8,982","32,776","1,367","11,341",1,13,0,2,0,0
Nov-23,3호선,312,불광,46,2,"9,654","1,469","19,881","5,680","53,612","10,730","67,250","32,559","39,676","27,921","27,325","23,767","24,301","23,340","26,060","25,539","26,070","29,040","25,716","28,049","28,366","31,309","30,029","35,662","29,706","42,674","30,117","63,497","15,801","48,997","13,015","29,516","10,989","26,113","7,902","23,047","3,273","13,272",525,"4,692",0,0,0,0,0,0
Nov-23,3호선,313,녹번,62,1,"9,774",595,"26,550","3,669","76,593","8,081","83,728","17,952","48,662","11,838","29,814","10,050","24,106","10,383","23,641","12,772","21,023","14,800","18,508","16,646","17,730","21,567","18,701","28,572","19,182","38,578","20,712","67,544","10,038","54,492","7,431","31,749","6,379","29,123","4,418","25,659","1,589","15,108",215,"4,321",0,0,0,0,0,0
Nov-23,3호선,314,홍제,113,4,"10,678","1,528","24,983","6,843","70,046","11,363","77,128","27,500","49,101","23,414","33,060","20,712","29,750","19,189","33,045","20,756","29,868","24,086","27,099","25,386","27,734","31,027","30,329","36,731","31,583","46,943","29,801","66,588","15,162","55,706","12,214","33,454","9,963","28,799","7,532","26,652","2,817","15,709",435,"4,045",0,0,1,1,0,0
Nov-23,3호선,315,무악재,30,3,"2,271",155,"5,771","1,313","18,239","3,377","21,390","5,968","13,309","3,751","9,243","3,531","7,423","3,950","7,333","4,456","6,477","5,024","6,070","5,791","5,592","7,547","5,918","9,255","6,774","11,840","7,143","17,098","3,316","15,683","2,491","9,186","2,002","8,146","1,425","7,565",581,"4,816",99,"1,298",0,1,0,0,0,0
Nov-23,3호선,316,독립문,250,2,"5,191",916,"6,298","6,296","15,984","15,203","20,153","22,392","16,321","18,767","13,804","16,598","14,013","11,954","16,547","12,820","14,520","13,664","15,183","12,712","18,755","12,985","18,567","13,880","18,258","15,919","17,045","17,312","7,780","14,427","5,876","9,182","4,684","8,648","3,347","7,328","1,074","4,410",152,"2,034",2,665,0,0,0,0
Nov-23,3호선,317,경복궁(정부서울청사),63,1,"2,287","1,498","6,264","14,779","14,223","42,725","21,122","140,285","20,655","106,363","21,355","73,512","28,431","62,502","37,408","56,244","44,973","59,108","55,155","48,306","69,596","42,895","87,554","37,302","103,974","37,279","122,787","36,995","50,620","23,723","42,154","12,903","40,628","11,058","26,759","10,273","9,786","5,764","1,091","1,532",0,83,0,0,0,0
Nov-23,3호선,318,안국,14,0,"1,750","1,852","2,674","23,818","6,667","98,490","10,803","130,640","14,168","94,206","17,595","69,300","25,506","71,403","35,760","59,204","42,023","55,463","52,811","48,992","69,596","40,979","95,774","36,181","134,455","33,709","128,371","29,377","56,667","14,380","45,672","7,632","39,538","6,528","21,746","5,912","6,894","3,119",716,"1,095",0,2,0,0,0,0
Nov-23,3호선,319,종로3가,13,1,772,880,"1,368","6,447","1,894","16,506","3,455","47,451","5,278","44,355","7,704","36,400","10,341","29,020","12,220","25,056","14,021","24,011","16,991","22,534","21,111","20,797","26,817","20,517","40,419","20,406","57,770","20,768","29,077","11,819","19,130","6,531","20,675","5,239","17,343","4,119","7,872","2,614",843,908,0,33,0,0,0,0
Nov-23,3호선,320,을지로3가,18,1,818,"1,270","1,504","9,421","4,114","36,588","7,231","85,744","9,592","36,580","11,399","17,729","11,812","14,936","11,944","13,628","13,785","14,621","16,080","13,054","17,955","13,693","22,091","15,103","47,094","19,355","72,500","23,154","28,839","12,964","20,331","7,031","20,152","5,388","16,498","4,143","8,508","2,689","1,402",841,0,22,0,0,0,0
Nov-23,3호선,321,충무로,0,0,0,0,1,0,0,0,2,0,0,0,1,0,5,0,1,0,5,0,5,0,5,0,7,0,9,0,15,0,18,0,6,0,4,0,6,0,5,0,4,0,0,0,0,0,0,0
Nov-23,3호선,322,동대입구,24,4,"1,833","1,043","2,816","9,410","5,929","17,777","8,773","59,122","8,295","42,982","8,590","42,273","13,042","33,361","13,534","24,181","18,392","27,759","22,466","19,735","26,078","17,604","33,037","18,258","42,531","24,137","47,250","27,959","22,754","11,859","30,527","6,735","28,145","6,145","18,350","4,652","4,717","2,790",533,986,4,103,0,0,0,0
Nov-23,3호선,323,약수,135,1,"6,864","1,071","10,913","6,746","27,194","14,983","39,031","35,218","28,613","22,966","19,609","16,316","18,754","15,404","20,477","15,629","20,917","16,869","19,711","18,415","20,171","20,835","23,486","25,730","28,856","32,189","34,085","43,241","19,107","28,655","15,703","18,656","16,087","16,406","11,557","15,106","5,138","8,883",806,"3,332",1,495,0,0,0,0
Nov-23,3호선,324,금호,52,11,"4,527",388,"10,709","2,759","28,039","4,604","40,594","9,214","25,014","6,716","15,479","6,287","12,843","7,001","12,504","8,466","11,977","9,932","10,508","10,692","10,476","13,461","11,095","16,602","11,813","22,406","11,738","31,979","7,720","22,547","5,622","14,800","4,499","13,681","3,281","12,423","1,567","6,571",280,"1,854",0,0,1,0,0,0
Nov-23,3호선,325,옥수,245,4,"3,090",862,"9,460","4,867","23,409","8,098","33,753","13,830","23,651","10,674","15,784","8,452","13,913","10,068","13,976","11,035","13,865","12,579","13,705","13,772","14,156","15,937","15,715","19,471","17,366","25,846","16,792","33,955","10,725","25,296","8,833","16,940","7,753","14,871","5,111","13,986","2,111","6,904",443,"1,954",0,0,0,0,0,0
Nov-23,3호선,326,압구정,84,3,"2,831","2,385","7,854","24,845","16,975","51,638","26,541","146,272","22,230","155,196","25,828","81,813","31,848","64,924","38,409","52,184","43,320","54,170","53,295","50,374","62,704","49,973","74,060","50,728","99,430","59,928","138,985","63,849","95,429","35,266","73,446","17,262","54,878","14,134","37,274","11,747","11,642","6,049","1,678","2,354",1,253,0,0,0,0
Nov-23,3호선,327,신사,50,4,"3,787","1,546","6,538","19,238","11,703","44,362","18,312","105,509","16,482","135,801","19,456","71,288","24,406","50,695","29,308","45,215","35,469","50,483","43,312","46,561","51,005","42,983","63,304","47,381","95,165","58,207","126,681","68,401","90,333","37,601","62,725","18,820","64,595","14,605","53,261","11,598","24,033","7,659","3,463","3,327",1,18,0,0,0,0
Nov-23,3호선,328,잠원,2,0,"1,180",865,"4,755","8,460","13,006","7,822","20,952","10,009","12,769","7,099","8,818","4,851","8,908","5,007","8,582","6,079","8,157","7,140","6,988","6,836","8,559","7,912","11,451","8,960","12,901","11,788","9,248","14,578","5,042","10,664","3,577","6,675","3,384","7,067","2,373","7,334",747,"3,564",100,"1,231",0,9,0,0,0,0
Nov-23,3호선,329,고속터미널,144,4,"5,457","3,862","7,325","34,838","26,737","49,942","50,028","77,466","56,741","96,428","57,429","96,916","69,122","103,396","82,254","99,611","91,855","98,015","104,948","102,890","118,721","108,114","128,576","107,293","143,143","114,361","137,859","115,554","120,531","72,857","132,071","44,800","79,804","37,746","47,936","25,674","17,638","12,215","1,887","2,268",0,18,0,0,0,0
Nov-23,3호선,330,교대(법원.검찰청),88,1,"1,472",648,"4,435","7,097","10,980","20,763","16,058","53,316","13,964","43,444","15,295","20,222","18,502","13,460","21,393","12,174","25,817","13,550","30,391","11,465","33,051","11,599","36,108","12,528","57,382","18,393","74,500","23,922","34,836","12,126","31,519","6,375","31,021","5,467","23,855","4,789","9,003","2,730","1,529",789,2,7,1,0,0,0
Nov-23,3호선,331,남부터미널(예술의전당),24,0,"3,356","1,622","9,373","27,363","29,313","66,987","47,629","159,974","40,174","90,244","34,901","49,355","38,356","37,296","39,476","38,279","43,018","43,827","45,384","42,640","49,305","45,473","63,562","50,211","107,897","57,330","133,735","67,763","62,885","43,257","46,665","25,892","44,147","19,602","28,588","15,545","8,846","9,412",962,"2,683",0,17,0,0,0,0
Nov-23,3호선,332,양재(서초구청),47,1,"5,252","2,843","14,069","41,295","36,362","110,203","48,746","242,227","35,234","132,988","30,400","61,203","33,275","48,940","38,954","44,384","44,813","47,933","50,087","42,025","59,387","45,163","75,971","49,881","136,781","70,727","197,394","82,149","90,395","55,237","67,266","33,563","63,163","28,985","40,627","25,927","13,699","13,658","1,479","3,879",7,91,0,0,0,0
Nov-23,3호선,333,매봉,8,0,"1,775",786,"6,916","8,934","18,360","25,555","23,519","80,849","16,434","36,298","14,139","16,891","14,570","14,603","14,249","13,419","15,043","14,046","17,446","12,472","20,097","14,182","23,700","15,072","41,257","20,314","66,785","24,953","21,027","16,934","15,221","9,947","16,907","8,844","10,011","8,333","3,247","4,356",360,"1,529",0,54,0,0,0,0
Nov-23,3호선,334,도곡,46,12,904,302,"2,870","5,445","9,500","13,519","12,685","19,755","8,201","15,579","6,329","7,150","6,639","7,343","6,574","6,631","6,651","7,056","7,095","6,463","9,365","7,350","12,990","7,243","16,190","8,994","17,253","10,285","8,523","8,148","5,975","4,756","5,049","4,538","3,858","3,855",986,"2,225",206,"1,579",2,223,0,0,0,0
Nov-23,3호선,335,대치,22,2,"3,255",740,"13,338","7,962","29,606","14,182","31,912","28,445","19,261","19,230","15,431","14,822","14,406","14,060","16,168","18,335","16,816","22,315","16,348","19,904","18,750","23,121","22,503","28,640","30,495","34,619","29,185","35,258","19,877","25,434","14,510","14,681","17,009","13,833","28,056","11,681","3,119","6,759",396,"2,171",0,6,0,0,0,0
Nov-23,3호선,336,학여울,3,0,552,250,"1,881","1,711","4,818","3,738","5,413","9,314","3,421","6,423","2,947","5,162","3,336","4,118","3,881","4,563","4,317","4,764","4,566","4,776","5,784","3,898","7,192","3,816","8,783","4,324","8,121","4,933","2,756","3,657","2,002","2,622","1,819","2,229",949,"1,840",326,"1,147",38,496,0,0,0,0,0,0
Nov-23,3호선,337,대청,102,0,"4,084","1,095","11,953","7,423","32,119","20,435","41,094","29,191","23,137","13,431","16,437","8,909","14,966","8,489","14,496","9,882","15,000","11,262","13,679","12,156","17,017","15,379","21,998","17,086","26,770","22,899","27,167","32,053","12,308","25,376","8,733","16,303","6,854","15,895","4,741","16,074","1,673","8,462",223,"3,085",0,22,0,0,0,0
Nov-23,3호선,338,일원,11,1,"2,391","1,665","9,207","11,582","26,649","34,476","28,746","27,612","19,594","21,336","19,181","18,570","19,303","14,078","19,291","16,871","16,897","17,951","18,947","17,247","24,970","16,239","34,447","15,549","39,403","17,941","20,011","24,137","11,136","18,930","7,440","12,259","5,425","11,337","3,802","11,936","1,562","4,926",130,"1,749",0,40,0,0,0,0
Nov-23,3호선,339,수서,141,3,"5,083","2,572","12,584","18,214","39,728","37,634","49,060","58,116","32,847","38,224","37,084","26,228","26,214","22,212","36,131","27,651","31,175","23,561","24,370","25,103","35,285","30,306","40,610","34,135","49,832","40,860","53,818","56,593","24,921","41,671","25,231","27,968","16,102","24,836","15,282","22,257","7,794","8,812",634,"3,203",2,206,0,0,0,0
Nov-23,3호선,340,가락시장,59,3,"2,956",665,"7,260","6,302","22,641","12,526","24,032","27,675","17,730","15,663","15,004","11,108","14,414","11,853","14,247","12,953","15,028","13,641","14,836","14,365","16,043","16,460","17,620","17,668","23,063","21,512","27,962","27,930","12,800","19,517","9,520","12,434","8,362","11,142","6,074","10,004","2,597","5,223",353,"1,763",4,93,0,0,0,0
Nov-23,3호선,341,경찰병원,5,0,"2,829",313,"8,056","3,638","24,004","9,254","28,877","28,638","17,003","16,244","12,147","8,746","10,895","6,786","10,103","7,931","9,789","9,858","9,769","9,038","10,783","9,352","10,760","11,125","16,245","15,777","21,336","24,084","7,470","18,222","6,304","11,128","5,096","9,716","3,373","8,778","1,008","5,273",172,"1,394",0,33,0,0,0,0
Nov-23,3호선,342,오금,56,0,"4,347",9,"8,985","2,850","30,212","6,333","34,103","13,998","17,204","6,714","10,343","5,152","8,586","4,567","8,990","5,734","8,504","6,582","7,391","7,041","7,185","8,993","9,086","10,883","11,173","15,081","12,307","23,019","4,738","17,583","3,632","11,534","3,008","9,849","2,903","10,859","1,424","5,739",115,"2,292",0,50,0,0,0,0
Nov-23,4호선,409,당고개,129,1,"9,211",36,"17,981","4,707","46,725","6,010","40,704","10,815","24,318","10,492","17,127","9,136","15,038","9,572","15,392","10,138","14,792","11,733","13,060","11,386","12,779","14,384","14,965","17,409","13,389","20,460","12,188","29,184","7,565","27,218","5,115","17,399","4,254","16,140","3,015","14,335","1,418","10,151",309,"3,600",1,435,0,0,0,0
Nov-23,4호선,410,상계,38,2,"15,582",276,"39,444","6,877","94,864","18,255","81,166","21,908","47,557","16,950","32,086","15,122","28,695","16,359","31,362","21,120","28,467","21,691","24,527","23,246","24,799","29,058","27,206","37,609","27,170","49,162","23,702","70,563","15,219","64,631","12,251","37,409","11,144","33,506","10,851","31,640","3,558","20,677",612,"5,913",2,592,0,0,0,0
Nov-23,4호선,411,노원,226,2,"12,985",829,"24,655","8,230","54,690","13,561","60,598","35,029","35,554","33,544","27,392","25,223","26,926","25,127","30,840","29,334","29,601","34,313","29,297","32,543","31,020","37,580","34,681","45,174","34,955","60,954","34,297","88,318","24,007","69,520","25,882","38,908","24,145","34,640","21,810","30,406","10,445","19,926","2,178","6,398",5,724,1,1,0,0
Nov-23,4호선,412,창동,"2,456",54,"17,738","2,962","41,001","12,481","92,547","19,582","85,572","41,707","53,897","33,176","42,364","30,056","40,644","29,709","42,451","37,010","39,595","43,921","37,934","44,690","41,939","50,134","48,496","57,099","46,379","71,415","46,953","96,242","25,952","81,070","21,097","46,877","18,817","41,500","14,651","38,054","6,646","23,681","1,228","8,400",1,109,0,0,0,0
Nov-23,4호선,413,쌍문,236,22,"25,636","1,258","54,143","9,020","129,228","14,820","133,846","29,225","82,366","21,689","54,488","20,387","46,994","22,018","47,008","26,001","42,159","29,503","36,224","32,010","34,559","44,036","37,467","56,689","38,040","73,474","34,369","105,708","21,679","102,673","15,845","62,462","13,075","54,395","10,012","50,786","4,461","33,054",634,"10,225",0,12,0,0,0,0
Nov-23,4호선,414,수유(강북구청),95,3,"23,725","3,336","48,543","10,863","115,275","20,881","130,233","57,184","83,075","41,416","56,083","30,883","52,772","33,706","55,476","36,024","51,844","41,656","48,739","44,868","49,113","54,520","54,995","71,809","59,354","88,607","65,444","126,339","36,926","112,378","28,334","71,011","24,682","62,090","20,436","57,968","11,289","38,387","1,918","9,710",0,1,0,0,0,0
Nov-23,4호선,415,미아(서울사이버대학),23,1,"11,598","1,831","21,590","8,197","48,501","16,220","54,775","40,298","34,527","22,403","25,634","16,427","25,021","20,127","26,260","17,666","24,612","19,605","23,988","21,756","24,553","26,022","28,680","30,410","32,244","36,688","30,220","47,378","17,407","39,847","11,707","24,638","9,544","22,354","8,296","19,577","3,019","13,081",450,"3,626",0,0,0,0,0,0
Nov-23,4호선,416,미아사거리,79,11,"16,511","2,801","37,997","8,932","95,622","20,757","101,117","34,572","63,722","30,788","43,631","28,666","40,291","30,069","42,167","31,676","42,155","35,444","40,082","38,641","43,142","48,606","48,216","57,524","44,075","73,729","42,826","103,470","30,604","81,291","28,899","48,883","18,187","42,856","13,159","38,000","6,091","22,303",974,"5,646",1,1,0,1,0,0
Nov-23,4호선,417,길음,30,1,"10,702","2,038","35,181","8,198","91,692","15,158","92,008","37,323","53,918","28,194","35,457","25,847","31,222","26,965","33,401","26,096","31,817","29,309","29,232","32,127","32,425","33,315","38,310","42,970","40,275","58,547","37,590","82,985","19,371","67,025","15,587","41,075","12,476","37,585","12,742","35,863","4,456","21,153",686,"6,265",0,0,1,1,0,0
Nov-23,4호선,418,성신여대입구(돈암),24,4,"6,373","1,879","19,592","7,422","49,512","17,241","55,398","46,047","40,426","29,755","30,632","24,125","32,027","32,462","34,746","28,875","34,425","30,790","36,652","34,701","38,610","34,093","42,761","41,261","52,004","53,459","51,196","71,236","32,354","56,910","30,063","36,527","31,905","32,685","28,134","29,942","13,296","20,095","2,193","6,588",1,3,0,1,0,0
Nov-23,4호선,419,한성대입구(삼선교),39,0,"6,585","1,269","13,007","7,863","31,688","18,939","38,171","34,143","27,257","28,015","20,365","23,793","20,407","21,407","23,709","22,634","24,358","22,909","24,193","21,726","27,256","22,285","36,046","26,266","38,048","31,935","34,524","37,158","21,256","29,971","18,401","19,530","16,165","18,743","11,741","17,500","5,408","11,257",819,"5,385",3,"1,682",1,2,0,0
Nov-23,4호선,420,혜화,17,1,"3,516","2,347","7,612","22,849","18,299","53,700","23,214","130,913","26,447","97,373","33,485","75,929","45,349","73,290","46,862","83,360","49,550","96,764","60,884","85,411","91,535","67,837","101,619","67,603","121,769","78,749","129,442","88,615","75,905","59,827","77,293","23,457","110,573","20,930","94,800","17,666","33,936","11,494","4,554","3,393",1,569,0,0,0,0
Nov-23,4호선,421,동대문,290,5,"4,645","2,582","3,378","14,171","5,191","34,160","7,998","70,124","12,791","67,105","18,778","59,710","25,805","53,744","32,521","48,435","38,447","43,957","47,433","41,323","56,493","35,246","68,825","27,964","88,531","23,209","63,157","22,146","34,953","23,133","26,493","16,169","25,886","11,530","20,317","8,274","9,384","6,518","1,619","1,535",2,159,0,1,0,0
Nov-23,4호선,422,동대문역사문화공원(DDP),343,0,"6,337","1,524","5,198","13,375","8,969","29,521","14,245","67,571","17,859","41,785","19,465","30,920","21,245","27,454","22,680","26,530","25,041","27,368","31,087","27,357","38,614","25,179","45,881","24,451","65,590","27,208","80,822","31,317","44,880","31,316","35,852","20,731","32,405","17,248","28,159","14,471","14,812","9,100","2,919","2,878",1,169,0,0,0,0
Nov-23,4호선,423,충무로,79,2,"3,471","3,233","5,820","24,830","13,220","61,858","21,766","191,566","27,349","112,037","30,004","69,316","34,209","53,566","34,116","49,892","41,396","48,899","47,829","41,090","56,819","38,320","70,078","41,559","112,330","48,220","164,956","51,269","74,952","31,580","59,728","22,190","56,806","21,260","42,227","20,188","22,950","13,937","4,692","4,386",4,225,1,2,0,0
Nov-23,4호선,424,명동,28,0,"1,511","1,076","4,122","20,444","8,567","55,703","16,664","130,133","31,282","105,229","36,938","69,594","42,963","66,924","43,940","71,931","47,423","72,197","56,997","67,633","73,453","72,700","86,012","75,706","108,692","83,489","146,080","79,945","86,086","57,512","82,580","40,795","80,075","28,670","68,613","18,323","25,656","10,306","1,934","3,517",0,194,0,0,0,0
Nov-23,4호선,425,회현(남대문시장),9,0,"1,319",729,"3,216","20,876","5,552","53,445","9,152","146,374","12,926","108,666","17,824","81,781","28,336","75,470","38,522","62,183","49,341","56,279","60,820","52,232","73,144","45,099","89,070","35,358","113,676","30,635","132,982","26,103","64,494","14,685","60,685","8,445","25,051","7,487","14,034","5,728","4,699","3,699",608,"1,203",0,66,0,0,0,0
Nov-23,4호선,426,서울역,257,3,"4,655",861,"6,450","17,583","12,614","41,322","16,947","90,347","15,128","64,094","13,771","33,921","15,768","31,688","16,575","34,888","16,587","36,232","16,840","32,677","19,063","36,772","26,403","39,356","52,610","45,522","64,994","45,480","26,219","33,902","16,978","24,304","14,737","22,749","10,588","18,572","4,901","8,969",639,"2,858",0,263,0,0,0,0
